symbol,side,direction,create_time,entry_time,exit_time,create_idx,entry_idx,exit_idx,entry_price,sl_price,tp_price,structural_stop_price,stop_distance_pips,stop_distance_atr,origin_swing_price,origin_swing_idx,sweep_price,sweep_idx,bos_break_price,bos_break_idx,bos_level,bos_direction,zone_low,zone_high,zone_size_atr,bars_since_fvg_creation,fvg_type,fvg_mid,pnl_r,holding_bars,exit_reason,mfe_r,mae_r
GBPUSD,LONG,1,2025-11-25 20:00:00+00:00,2025-11-25 22:00:00+00:00,2025-11-25 23:00:00+00:00,96852,96854,96855,1.3162,1.32138,1.32656,1.32138,0.005179999999999962,2.032511210762346,1.32138,96852,1.32138,96853,1.32119,96853,1.3115999999999999,1,1.31854,1.3198400000000001,0.6093069969869835,2,fvg_bullish,1.31919,1.0,1,sl_hit,0.19111969111970145,-0.01351351351351641
GBPUSD,LONG,1,2026-04-13 22:00:00+00:00,2026-04-14 00:00:00+00:00,2026-04-14 01:00:00+00:00,99182,99184,99185,1.34998,1.35086,1.35174,1.35086,0.0008799999999999919,0.5065789473684185,1.35086,99181,1.35086,99183,1.35019,99183,1.34792,1,1.34914,1.35003,0.4764818355640862,2,fvg_bullish,1.349585,1.0,1,sl_hit,1.374999999999937,0.05681818181830225
XAUUSD,LONG,1,2010-08-13 04:00:00+00:00,2010-08-13 13:00:00+00:00,2010-08-13 14:00:00+00:00,5704,5713,5714,1216.43,1217.2,1217.97,1217.2,0.7699999999999818,0.4311999999999898,1217.2,5708,1217.2,5710,1215.88,5710,1207.75,1,1212.93,1214.0,0.3995732195251829,9,fvg_bullish,1213.4650000000001,1.0,1,sl_hit,1.233766233766322,-5.766233766233973
XAUUSD,LONG,1,2015-01-02 18:00:00+00:00,2015-01-02 19:00:00+00:00,2015-01-02 20:00:00+00:00,32494,32495,32496,1187.49,1195.04,1202.59,1195.04,7.5499999999999545,1.2511837121212077,1195.04,32476,1195.04,32494,1192.18,32494,1187.99,1,1174.39,1187.63,2.3359798361688764,1,fvg_bullish,1181.0100000000002,1.0,1,sl_hit,0.19867549668874293,-0.7019867549668857
XAUUSD,LONG,1,2015-01-14 16:00:00+00:00,2015-01-14 17:00:00+00:00,2015-01-14 18:00:00+00:00,32682,32683,32684,1238.43,1244.35,1250.2699999999998,1244.35,5.919999999999845,1.1554440262093695,1244.35,32666,1244.35,32682,1237.13,32682,1233.0,1,1232.73,1235.43,0.5335968379446753,1,fvg_bullish,1234.08,1.0,1,sl_hit,0.2601351351351358,-0.23479729729732032
XAUUSD,SHORT,-1,2015-01-19 17:00:00+00:00,2015-01-19 18:00:00+00:00,2015-01-19 19:00:00+00:00,32754,32755,32756,1276.05,1272.03,1268.01,1272.03,4.019999999999982,1.7090798663832025,1272.03,32737,1272.03,32754,1272.52,32754,1274.43,-1,1275.64,1275.84,0.09082062925713327,1,fvg_bearish,1275.74,1.0,1,sl_hit,0.10199004975120804,-0.37064676616915815
XAUUSD,LONG,1,2015-02-25 00:00:00+00:00,2015-02-25 20:00:00+00:00,2015-02-25 21:00:00+00:00,33372,33392,33393,1203.76,1211.89,1220.0200000000002,1211.89,8.13000000000011,3.02471432367793,1211.89,33372,1211.89,33380,1211.09,33380,1203.42,1,1201.09,1201.14,0.010086455331448817,20,fvg_bullish,1201.115,1.0,1,sl_hit,0.07872078720788332,-0.10701107011068625
XAUUSD,LONG,1,2015-02-27 17:00:00+00:00,2015-02-27 20:00:00+00:00,2015-02-27 21:00:00+00:00,33437,33440,33441,1213.96,1219.4,1224.8400000000001,1219.4,5.440000000000055,1.5195530726257032,1219.4,33420,1219.4,33437,1217.67,33437,1212.3,1,1210.77,1212.79,0.6695075757575659,3,fvg_bullish,1211.78,1.0,1,sl_hit,0.00551470588234787,-0.3161764705882371
XAUUSD,LONG,1,2015-05-04 17:00:00+00:00,2015-05-04 20:00:00+00:00,2015-05-04 21:00:00+00:00,34518,34521,34522,1188.19,1192.84,1197.4899999999998,1192.84,4.649999999999864,1.6385602819028142,1192.84,34501,1192.84,34518,1191.38,34518,1185.06,1,1187.64,1188.05,0.1458333333332828,3,fvg_bullish,1187.845,1.0,1,sl_hit,0.5376344086021663,-0.17204301075268344
XAUUSD,LONG,1,2015-05-25 19:00:00+00:00,2015-05-26 00:00:00+00:00,2015-05-26 01:00:00+00:00,34880,34881,34882,1187.14,1208.69,1230.24,1208.69,21.549999999999955,7.060613152352035,1208.69,34861,1208.69,34880,1207.19,34880,1205.91,1,1205.85,1206.74,0.577386468952813,1,fvg_bullish,1206.295,1.0,1,sl_hit,0.9262180974477889,0.9002320185614805
XAUUSD,LONG,1,2015-07-14 16:00:00+00:00,2015-07-14 17:00:00+00:00,2015-07-14 18:00:00+00:00,35731,35732,35733,1155.84,1159.84,1163.84,1159.84,4.0,1.7891373801916957,1159.84,35715,1159.84,35731,1157.22,35731,1157.16,1,1154.69,1155.79,0.511968085106342,1,fvg_bullish,1155.24,1.0,1,sl_hit,0.13249999999999318,-0.19999999999998863
XAUUSD,SHORT,-1,2015-07-15 17:00:00+00:00,2015-07-15 20:00:00+00:00,2015-07-15 21:00:00+00:00,35756,35759,35760,1148.84,1143.24,1137.64,1143.24,5.599999999999909,2.1735514277792727,1143.24,35739,1143.24,35757,1145.34,35757,1153.64,-1,1149.44,1150.81,0.6440564137004144,3,fvg_bearish,1150.125,1.0,1,sl_hit,0.2071428571428345,-0.07500000000001421
XAUUSD,LONG,1,2015-08-05 15:00:00+00:00,2015-08-05 16:00:00+00:00,2015-08-05 17:00:00+00:00,36114,36115,36116,1087.94,1092.6,1097.2599999999998,1092.6,4.6599999999998545,2.1958936385054826,1092.6,36099,1092.6,36114,1089.94,36114,1088.39,1,1087.39,1088.09,0.34925160370625347,1,fvg_bullish,1087.74,1.0,1,sl_hit,-0.21459227467811828,-1.0708154506438121
XAUUSD,LONG,1,2015-08-28 17:00:00+00:00,2015-08-28 18:00:00+00:00,2015-08-28 19:00:00+00:00,36524,36525,36526,1131.99,1140.82,1149.6499999999999,1140.82,8.829999999999927,2.0945442222974853,1140.82,36507,1140.82,36524,1136.41,36524,1132.99,1,1129.19,1134.7,1.3279394043725148,1,fvg_bullish,1131.9450000000002,1.0,1,sl_hit,0.3895809739524443,-0.054360135900342256
XAUUSD,SHORT,-1,2015-11-20 19:00:00+00:00,2015-11-20 20:00:00+00:00,2015-11-20 21:00:00+00:00,37960,37961,37962,1077.74,1075.85,1073.9599999999998,1075.85,1.8900000000001,0.5987780040733476,1075.85,37941,1075.85,37960,1078.1,37960,1079.59,-1,1078.3,1078.59,0.09252506836826481,1,fvg_bearish,1078.445,1.0,1,sl_hit,0.5291005291005011,-0.07936507936512328
XAUUSD,SHORT,-1,2015-12-09 18:00:00+00:00,2015-12-09 19:00:00+00:00,2015-12-09 20:00:00+00:00,38261,38262,38263,1077.33,1069.28,1061.23,1069.28,8.049999999999955,1.9278138898392017,1069.28,38243,1069.28,38261,1072.63,38261,1073.13,-1,1073.57,1080.03,1.6844850065189199,1,fvg_bearish,1076.8,1.0,1,sl_hit,0.41242236024844164,-0.11552795031056756
XAUUSD,LONG,1,2015-12-24 19:00:00+00:00,2015-12-24 20:00:00+00:00,2015-12-28 00:00:00+00:00,38524,38525,38526,1075.37,1076.85,1078.33,1076.85,1.4800000000000182,0.9539594843462452,1076.85,38505,1076.85,38524,1076.62,38524,1074.39,1,1075.5,1075.71,0.14093959731546132,1,fvg_bullish,1075.605,1.0,1,sl_hit,0.9932432432432494,-6.094594594594508
XAUUSD,LONG,1,2016-08-04 15:00:00+00:00,2016-08-05 15:00:00+00:00,2016-08-05 16:00:00+00:00,42151,42174,42175,1347.24,1364.63,1382.0200000000002,1364.63,17.3900000000001,5.462418667265044,1364.63,42167,1364.63,42168,1364.06,42168,1359.12,1,1353.6,1358.5,1.257561869844204,23,fvg_bullish,1356.05,1.0,1,sl_hit,0.0477285796434688,-0.4324324324324289
XAUUSD,LONG,1,2017-03-03 21:00:00+00:00,2017-03-06 17:00:00+00:00,2017-03-06 18:00:00+00:00,45549,45567,45568,1228.85,1236.82,1244.79,1236.82,7.970000000000027,3.937191249117816,1236.82,45551,1236.82,45552,1235.37,45552,1231.77,1,1227.57,1229.15,0.44293151782143053,18,fvg_bullish,1228.3600000000001,1.0,1,sl_hit,0.008782936010058152,-0.33626097866999083
XAUUSD,LONG,1,2017-05-30 05:00:00+00:00,2017-05-30 06:00:00+00:00,2017-05-30 07:00:00+00:00,46931,46932,46933,1268.01,1270.35,1272.6899999999998,1270.35,2.339999999999918,1.665480427046276,1270.35,46930,1270.35,46931,1270.21,46931,1267.87,1,1267.79,1269.25,1.138084632516773,1,fvg_bullish,1268.52,1.0,1,sl_hit,0.24786324786322544,-0.3290598290598328
XAUUSD,SHORT,-1,2018-03-09 03:00:00+00:00,2018-03-09 08:00:00+00:00,2018-03-09 09:00:00+00:00,51517,51522,51523,1319.04,1316.83,1314.62,1316.83,2.2100000000000364,1.15836765256459,1316.83,51517,1316.83,51518,1318.32,51518,1319.0,-1,1318.77,1320.13,0.5274238227147322,5,fvg_bearish,1319.45,1.0,1,sl_hit,0.43438914027150255,-0.06334841628963699
XAUUSD,SHORT,-1,2018-04-23 12:00:00+00:00,2018-04-24 16:00:00+00:00,2018-04-24 17:00:00+00:00,52215,52242,52243,1329.64,1322.06,1314.4799999999998,1322.06,7.580000000000155,2.8735445437314193,1322.06,52223,1322.06,52230,1326.29,52230,1331.77,-1,1329.43,1331.25,0.9126074498566992,27,fvg_bearish,1330.3400000000001,1.0,1,sl_hit,0.2691292875989643,-0.13984168865434352
XAUUSD,SHORT,-1,2018-05-18 12:00:00+00:00,2018-05-18 15:00:00+00:00,2018-05-18 16:00:00+00:00,52652,52655,52656,1287.35,1286.24,1285.13,1286.24,1.1099999999999,0.619123505976042,1286.24,52653,1286.24,52654,1288.65,52654,1287.77,-1,1288.84,1289.08,0.1541991739330029,3,fvg_bearish,1288.96,1.0,1,sl_hit,1.1711711711712358,-2.828828828829174
XAUUSD,LONG,1,2019-01-16 17:00:00+00:00,2019-01-16 21:00:00+00:00,2019-01-16 22:00:00+00:00,56556,56560,56561,1293.18,1294.94,1296.7,1294.94,1.759999999999991,0.9677926158680391,1294.94,56556,1294.94,56558,1293.79,56558,1292.69,1,1290.8,1292.24,0.8135593220339375,4,fvg_bullish,1291.52,1.0,1,sl_hit,0.3124999999999758,-0.39204545454548756
XAUUSD,LONG,1,2019-03-15 06:00:00+00:00,2019-03-15 07:00:00+00:00,2019-03-15 08:00:00+00:00,57498,57499,57500,1298.08,1303.15,1308.2200000000003,1303.15,5.070000000000164,2.765095442150476,1303.15,57479,1303.15,57480,1301.87,57480,1297.09,1,1296.29,1297.72,0.7152554483744569,1,fvg_bullish,1297.005,1.0,1,sl_hit,0.2110453648915442,-0.06903353057197194
XAUUSD,LONG,1,2019-09-18 18:00:00+00:00,2019-09-18 20:00:00+00:00,2019-09-18 21:00:00+00:00,60536,60538,60539,1508.09,1511.04,1513.99,1511.04,2.9500000000000455,1.0696710696710827,1511.04,60536,1511.04,60537,1508.47,60537,1507.06,1,1506.51,1507.06,0.24183417085425202,2,fvg_bullish,1506.7849999999999,1.0,1,sl_hit,0.07118644067797733,-8.430508474576104
XAUUSD,LONG,1,2019-12-03 16:00:00+00:00,2019-12-04 11:00:00+00:00,2019-12-04 12:00:00+00:00,61767,61785,61786,1474.34,1483.94,1493.5400000000002,1483.94,9.600000000000136,4.07396180660812,1483.94,61783,1483.94,61784,1482.46,61784,1465.37,1,1471.15,1473.69,0.8539865513928772,18,fvg_bullish,1472.42,1.0,1,sl_hit,0.3458333333333455,-0.06249999999998964
XAUUSD,LONG,1,2020-03-02 12:00:00+00:00,2020-03-02 13:00:00+00:00,2020-03-02 14:00:00+00:00,63163,63164,63165,1606.24,1629.13,1652.0200000000002,1629.13,22.8900000000001,2.6796554895894285,1629.13,63144,1629.13,63145,1615.75,63145,1606.5,1,1606.72,1607.09,0.0369366799771709,1,fvg_bullish,1606.905,1.0,1,sl_hit,0.03451288772389516,-0.4657055482743572
XAUUSD,LONG,1,2025-10-29 12:00:00+00:00,2025-10-29 14:00:00+00:00,2025-10-29 15:00:00+00:00,96574,96576,96577,4016.01,4029.58,4043.1499999999996,4029.58,13.569999999999709,0.619715553235895,4029.58,96574,4029.58,96575,4023.44,96575,3982.37,1,4001.36,4013.41,0.557556928975102,2,fvg_bullish,4007.385,1.0,1,sl_hit,1.0353721444362585,-0.17317612380253605
