<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.07.10	16:32:32.839		4092.70			4
2026.07.10	16:32:32.893	4092.22	4092.52			6
2026.07.10	16:32:32.940		4092.58			4
2026.07.10	16:32:33.042	4092.18	4092.53			6
2026.07.10	16:32:33.093		4092.54			4
2026.07.10	16:32:33.144	4092.24	4092.58			6
2026.07.10	16:32:33.192	4092.21	4092.56			6
2026.07.10	16:32:33.243		4092.58			4
2026.07.10	16:32:33.293	4092.25				2
2026.07.10	16:32:33.342	4092.26	4092.60			6
2026.07.10	16:32:33.444	4092.20	4092.54			6
2026.07.10	16:32:33.540		4092.56			4
2026.07.10	16:32:33.591		4092.58			4
2026.07.10	16:32:33.640	4092.21	4092.59			6
2026.07.10	16:32:33.695	4092.45	4092.82			6
2026.07.10	16:32:33.745	4092.41	4092.80			6
2026.07.10	16:32:33.792		4092.74			4
2026.07.10	16:32:33.940	4092.50	4092.92			6
2026.07.10	16:32:33.990	4092.47				2
2026.07.10	16:32:34.043		4092.91			4
2026.07.10	16:32:34.099		4092.95			4
2026.07.10	16:32:34.141	4092.49	4092.99			6
2026.07.10	16:32:34.192	4092.51	4093.00			6
2026.07.10	16:32:34.391	4092.55				2
2026.07.10	16:32:34.439	4092.52				2
2026.07.10	16:32:34.493	4092.38	4092.71			6
2026.07.10	16:32:34.541	4092.36	4092.85			6
2026.07.10	16:32:34.642	4092.41				2
2026.07.10	16:32:34.691	4092.37				2
2026.07.10	16:32:34.790	4092.43				2
2026.07.10	16:32:34.841	4092.38				2
2026.07.10	16:32:35.091	4092.29	4092.76			6
2026.07.10	16:32:35.190	4092.32	4092.75			6
2026.07.10	16:32:35.241	4092.39	4092.83			6
2026.07.10	16:32:35.291	4092.41	4092.89			6
2026.07.10	16:32:35.391	4092.39				2
2026.07.10	16:32:35.493	4092.35	4092.85			6
2026.07.10	16:32:35.543	4092.28	4092.61			6
2026.07.10	16:32:35.592	4092.34	4092.75			6
2026.07.10	16:32:35.642	4092.30				2
2026.07.10	16:32:35.690	4092.29				2
2026.07.10	16:32:35.994	4092.35	4092.81			6
2026.07.10	16:32:36.045	4092.53	4093.00			6
2026.07.10	16:32:36.094	4092.48	4092.95			6
2026.07.10	16:32:36.145	4092.40	4092.84			6
2026.07.10	16:32:36.194	4092.49	4092.94			6
2026.07.10	16:32:36.446	4092.39	4092.78			6
2026.07.10	16:32:36.493	4092.33				2
2026.07.10	16:32:36.544	4092.11	4092.57			6
2026.07.10	16:32:36.593	4092.31	4092.67			6
2026.07.10	16:32:36.644	4092.34	4092.88			6
2026.07.10	16:32:36.695	4092.28	4092.62			6
2026.07.10	16:32:36.750	4092.37	4092.85			6
2026.07.10	16:32:36.797		4092.83			4
2026.07.10	16:32:36.842	4092.36	4092.81			6
2026.07.10	16:32:36.948	4092.35				2
2026.07.10	16:32:36.994		4092.80			4
2026.07.10	16:32:37.144	4092.26	4092.68			6
2026.07.10	16:32:37.195	4092.35	4092.77			6
2026.07.10	16:32:37.245	4092.32				2
2026.07.10	16:32:37.493	4092.30	4092.70			6
2026.07.10	16:32:37.545	4092.10	4092.49			6
2026.07.10	16:32:37.594	4092.25	4092.61			6
2026.07.10	16:32:37.644	4092.21	4092.65			6
2026.07.10	16:32:37.944	4092.19				2
2026.07.10	16:32:38.048	4092.23				2
2026.07.10	16:32:38.092	4092.19				2
2026.07.10	16:32:38.144	4092.13	4092.46			6
2026.07.10	16:32:38.193	4092.16	4092.56			6
2026.07.10	16:32:38.241	4092.10	4092.43			6
2026.07.10	16:32:38.295	4091.96	4092.35			6
2026.07.10	16:32:38.349	4092.06	4092.33			6
2026.07.10	16:32:38.393	4092.11	4092.38			6
2026.07.10	16:32:38.444	4092.07	4092.49			6
2026.07.10	16:32:38.498	4092.01	4092.34			6
2026.07.10	16:32:38.595	4091.80	4092.18			6
2026.07.10	16:32:38.695	4091.81	4092.20			6
2026.07.10	16:32:38.750	4091.99	4092.32			6
2026.07.10	16:32:38.796	4092.08	4092.35			6
2026.07.10	16:32:38.846	4092.10	4092.53			6
2026.07.10	16:32:38.895	4092.04	4092.37			6
2026.07.10	16:32:39.046	4092.11	4092.44			6
2026.07.10	16:32:39.145	4092.08	4092.34			6
2026.07.10	16:32:39.193	4092.06	4092.35			6
2026.07.10	16:32:39.244	4092.03	4092.36			6
2026.07.10	16:32:39.396	4091.98				2
2026.07.10	16:32:39.498	4092.03				2
2026.07.10	16:32:39.549	4092.04	4092.30			6
2026.07.10	16:32:39.598	4091.99				2
2026.07.10	16:32:39.648		4092.32			4
2026.07.10	16:32:39.698	4092.03	4092.33			6
2026.07.10	16:32:39.748	4092.09	4092.53			6
2026.07.10	16:32:40.099	4092.08				2
2026.07.10	16:32:40.148	4092.06	4092.33			6
2026.07.10	16:32:40.201	4092.09	4092.41			6
2026.07.10	16:32:40.249		4092.36			4
2026.07.10	16:32:40.350	4092.01	4092.40			6
2026.07.10	16:32:40.399	4091.97	4092.36			6
2026.07.10	16:32:40.450	4091.94	4092.33			6
2026.07.10	16:32:40.500	4091.92				2
2026.07.10	16:32:40.548	4092.02	4092.29			6
2026.07.10	16:32:40.599	4091.95	4092.21			6
2026.07.10	16:32:40.649	4091.97	4092.24			6
2026.07.10	16:32:40.947	4091.99	4092.31			6
2026.07.10	16:32:41.000	4092.04	4092.42			6
2026.07.10	16:32:41.053	4092.12	4092.53			6
2026.07.10	16:32:41.102	4092.11	4092.54			6
2026.07.10	16:32:41.155	4092.01	4092.29			6
2026.07.10	16:32:41.248	4092.03	4092.45			6
2026.07.10	16:32:41.350	4092.11	4092.47			6
2026.07.10	16:32:41.398	4092.10	4092.54			6
2026.07.10	16:32:41.601	4092.00	4092.32			6
2026.07.10	16:32:41.651	4091.90	4092.28			6
2026.07.10	16:32:41.707	4091.87	4092.23			6
2026.07.10	16:32:41.755	4091.92	4092.19			6
2026.07.10	16:32:42.050	4091.81	4092.35			6
2026.07.10	16:32:42.102	4091.83	4092.16			6
2026.07.10	16:32:42.151	4091.86	4092.26			6
2026.07.10	16:32:42.202	4091.89	4092.30			6
2026.07.10	16:32:42.251	4091.80	4092.35			6
2026.07.10	16:32:42.300	4091.86	4092.13			6
2026.07.10	16:32:42.354	4091.89	4092.15			6
2026.07.10	16:32:42.405	4091.91	4092.20			6
2026.07.10	16:32:42.454	4091.71	4092.08			6
2026.07.10	16:32:42.502	4091.79	4092.05			6
2026.07.10	16:32:42.555	4091.69	4092.03			6
2026.07.10	16:32:42.754	4091.59	4091.90			6
2026.07.10	16:32:42.803	4091.66	4091.92			6
2026.07.10	16:32:43.051		4092.05			4
2026.07.10	16:32:43.603	4091.69	4092.06			6
2026.07.10	16:32:43.653	4091.88	4092.26			6
2026.07.10	16:32:43.704	4091.83	4092.27			6
2026.07.10	16:32:43.754	4091.81	4092.19			6
2026.07.10	16:32:43.803	4091.78	4092.12			6
2026.07.10	16:32:43.905	4091.89	4092.26			6
2026.07.10	16:32:43.955	4091.82	4092.14			6
2026.07.10	16:32:44.106	4091.80	4092.19			6
2026.07.10	16:32:44.155	4091.93	4092.31			6
2026.07.10	16:32:44.205	4091.95				2
2026.07.10	16:32:44.253	4091.91				2
2026.07.10	16:32:44.303	4092.17				2
2026.07.10	16:32:44.355	4092.14	4092.40			6
2026.07.10	16:32:44.404	4092.08	4092.46			6
2026.07.10	16:32:44.461	4092.28	4092.66			6
2026.07.10	16:32:44.507	4092.25				2
2026.07.10	16:32:44.557	4092.12	4092.52			6
2026.07.10	16:32:44.611	4092.21	4092.72			6
2026.07.10	16:32:44.658	4092.43	4092.81			6
2026.07.10	16:32:44.710	4092.41				2
2026.07.10	16:32:44.857	4092.33	4092.65			6
2026.07.10	16:32:44.904	4092.44	4092.81			6
2026.07.10	16:32:45.107	4092.39				2
2026.07.10	16:32:45.155	4092.46				2
2026.07.10	16:32:45.209	4092.43				2
2026.07.10	16:32:45.506	4092.38	4092.69			6
2026.07.10	16:32:45.556	4092.27	4092.59			6
2026.07.10	16:32:45.610	4092.20				2
2026.07.10	16:32:45.658	4092.34	4092.66			6
2026.07.10	16:32:45.708	4092.19	4092.55			6
2026.07.10	16:32:45.757	4092.23	4092.60			6
2026.07.10	16:32:45.906	4092.33	4092.65			6
2026.07.10	16:32:46.006	4092.80	4093.03			6
2026.07.10	16:32:46.058	4092.70	4093.10			6
2026.07.10	16:32:46.111	4092.77	4093.14			6
2026.07.10	16:32:46.160		4093.11			4
2026.07.10	16:32:46.210	4092.76	4093.18			6
2026.07.10	16:32:46.258	4092.73	4093.15			6
2026.07.10	16:32:46.305	4092.92	4093.32			6
2026.07.10	16:32:46.355	4092.81	4093.17			6
2026.07.10	16:32:46.404	4092.82	4093.19			6
2026.07.10	16:32:46.457	4092.78	4093.12			6
2026.07.10	16:32:46.604	4092.80	4093.19			6
2026.07.10	16:32:46.706	4093.03	4093.30			6
2026.07.10	16:32:46.757	4092.87	4093.27			6
2026.07.10	16:32:46.806	4092.89	4093.21			6
2026.07.10	16:32:46.855	4092.86				2
2026.07.10	16:32:46.955	4092.74	4093.15			6
2026.07.10	16:32:47.055		4093.04			4
2026.07.10	16:32:47.105	4092.69	4093.08			6
2026.07.10	16:32:47.156		4093.04			4
2026.07.10	16:32:47.208	4092.67	4092.98			6
2026.07.10	16:32:47.260	4092.71	4093.08			6
2026.07.10	16:32:47.307	4092.67	4093.04			6
2026.07.10	16:32:47.360		4093.03			4
2026.07.10	16:32:47.406	4092.66	4093.05			6
2026.07.10	16:32:47.456		4093.09			4
2026.07.10	16:32:47.507	4093.08	4093.38			6
2026.07.10	16:32:47.563		4093.41			4
2026.07.10	16:32:47.606	4092.97	4093.33			6
2026.07.10	16:32:47.656	4092.98	4093.29			6
2026.07.10	16:32:47.707	4092.93	4093.32			6
2026.07.10	16:32:47.760	4092.82	4093.23			6
2026.07.10	16:32:47.809	4092.83	4093.27			6
2026.07.10	16:32:47.859		4093.23			4
2026.07.10	16:32:47.907	4092.87	4093.29			6
2026.07.10	16:32:48.254	4092.94	4093.28			6
2026.07.10	16:32:48.355	4092.99	4093.42			6
2026.07.10	16:32:48.507	4093.07	4093.45			6
2026.07.10	16:32:48.557	4093.04	4093.44			6
2026.07.10	16:32:48.655		4093.45			4
2026.07.10	16:32:48.705	4093.06				2
2026.07.10	16:32:48.754	4093.09	4093.47			6
2026.07.10	16:32:48.805	4093.04	4093.45			6
2026.07.10	16:32:48.906		4093.43			4
2026.07.10	16:32:48.956	4093.00	4093.38			6
2026.07.10	16:32:49.007		4093.40			4
2026.07.10	16:32:49.056	4093.05				2
2026.07.10	16:32:49.109	4093.06	4093.44			6
2026.07.10	16:32:49.158	4092.94	4093.31			6
2026.07.10	16:32:49.207	4093.05	4093.48			6
2026.07.10	16:32:49.410	4093.08	4093.44			6
2026.07.10	16:32:49.459	4093.17	4093.46			6
2026.07.10	16:32:49.508	4093.14	4093.48			6
2026.07.10	16:32:49.558	4093.09	4093.47			6
2026.07.10	16:32:49.607	4093.14	4093.49			6
2026.07.10	16:32:49.658	4093.08	4093.42			6
2026.07.10	16:32:49.706		4093.41			4
2026.07.10	16:32:49.756		4093.42			4
2026.07.10	16:32:49.859	4093.02	4093.41			6
2026.07.10	16:32:49.957		4093.42			4
2026.07.10	16:32:50.108		4093.45			4
2026.07.10	16:32:50.159	4093.03	4093.41			6
2026.07.10	16:32:50.208		4093.42			4
2026.07.10	16:32:50.307		4093.44			4
2026.07.10	16:32:50.457	4093.07	4093.48			6
2026.07.10	16:32:50.515	4093.05	4093.43			6
2026.07.10	16:32:50.564	4093.02				2
2026.07.10	16:32:50.612	4093.00	4093.32			6
2026.07.10	16:32:50.663	4092.98				2
2026.07.10	16:32:50.712	4092.71	4093.24			6
2026.07.10	16:32:50.762	4092.70	4093.16			6
2026.07.10	16:32:50.811		4093.12			4
2026.07.10	16:32:50.907	4092.72	4093.14			6
2026.07.10	16:32:50.958	4092.68	4093.07			6
2026.07.10	16:32:51.011	4092.66				2
2026.07.10	16:32:51.108	4092.68	4093.09			6
2026.07.10	16:32:51.160	4092.65	4093.04			6
2026.07.10	16:32:51.214		4093.02			4
2026.07.10	16:32:51.360		4093.04			4
2026.07.10	16:32:51.409	4092.66	4093.13			6
2026.07.10	16:32:51.460	4092.65	4093.04			6
2026.07.10	16:32:51.659		4093.03			4
2026.07.10	16:32:51.710		4093.04			4
2026.07.10	16:32:51.859	4092.78				2
2026.07.10	16:32:51.909	4092.67	4093.07			6
2026.07.10	16:32:52.409	4092.70	4093.09			6
2026.07.10	16:32:52.561	4092.76	4093.10			6
2026.07.10	16:32:52.612	4092.73	4093.11			6
2026.07.10	16:32:52.661	4092.66	4093.04			6
2026.07.10	16:32:52.710	4092.63	4093.00			6
2026.07.10	16:32:52.760		4093.04			4
2026.07.10	16:32:52.810	4092.65	4093.08			6
2026.07.10	16:32:52.861		4093.04			4
2026.07.10	16:32:52.909	4092.66	4093.08			6
2026.07.10	16:32:52.959	4092.71	4093.05			6
2026.07.10	16:32:53.008	4092.68	4093.06			6
2026.07.10	16:32:53.161	4092.71	4093.08			6
2026.07.10	16:32:53.216	4092.69				2
2026.07.10	16:32:53.609	4092.65	4093.06			6
2026.07.10	16:32:53.660	4092.66	4093.07			6
2026.07.10	16:32:53.931	4092.52	4092.82			6
2026.07.10	16:32:53.969	4092.50	4092.86			6
2026.07.10	16:32:54.019	4092.30	4092.77			6
2026.07.10	16:32:54.068	4092.25	4092.66			6
2026.07.10	16:32:54.113		4092.63			4
2026.07.10	16:32:54.165	4092.23				2
2026.07.10	16:32:54.216	4092.11	4092.55			6
2026.07.10	16:32:54.264		4092.52			4
2026.07.10	16:32:54.314		4092.48			4
2026.07.10	16:32:54.362		4092.50			4
2026.07.10	16:32:54.414		4092.51			4
